CMPD_CHEMBLID	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	STANDARD_TYPE	STANDARD_VALUE	STANDARD_UNITS
CHEMBL2163463	835.01	3.75	249.43	2	CCC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)NN(CC(C)C)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@H](Cc5ccccc5)C(=O)N[C@@H](CCCCN)C(=O)N	IC50	3860	nM
CHEMBL2164822	510.42	3.75	77.56	1	Cc1cc2c(NC(=O)C2(NC(=O)CN3CCN(CC3)c4ccncc4)c5ccc(Cl)cc5)cc1Cl	IC50	10000	nM
CHEMBL3218898	516.63	3.76	85.08	1	CCO[C@@H](C)CN1CCC[C@H](CN2C(=O)c3nn(cc3N=C2c4cccnc4C)c5cccc(OC)c5)C1	IC50	5	nM
CHEMBL211454	468.55	3.76	128.18	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NC(=O)NCCc4ccccc4)cc3	IC50	7	nM
CHEMBL3218899	516.63	3.76	85.08	1	CCO[C@H](C)CN1CCC[C@H](CN2C(=O)c3nn(cc3N=C2c4cccnc4C)c5cccc(OC)c5)C1	IC50	40	nM
CHEMBL2011894	576.63	3.77	90.97	1	CC(C)[C@@H](N1CC(=O)Nc2ccc(Oc3ccc(F)cc3F)cc2C1=O)C(=O)N4CCC(CC4)NCc5ccccc5	IC50	3	nM
CHEMBL204776	503.57	3.77	150.82	1	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3C4COc5ccccc5O4)cc1	IC50	180	nM
CHEMBL412362	524.43	3.79	144.39	1	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NC(=O)Cc4ccsc4Br)cc3	IC50	41	nM
CHEMBL3799862	551.68	3.79	136.87	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@H](N)Cc5ccccc5)cc1	IC50	115	nM
CHEMBL3799862	551.68	3.79	136.87	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@H](N)Cc5ccccc5)cc1	IC50	135	nM
CHEMBL412362	524.43	3.79	144.39	1	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NC(=O)Cc4ccsc4Br)cc3	IC50	137	nM
CHEMBL3799567	551.68	3.79	136.87	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@@H](N)Cc5ccccc5)cc1	IC50	1000	nM
CHEMBL3799567	551.68	3.79	136.87	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@@H](N)Cc5ccccc5)cc1	IC50	1000	nM
CHEMBL1079623	448.51	3.81	97.54	0	C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4csc(n4)c5ccccc5F	IC50	33.7	nM
CHEMBL3319279	493	3.81	145.09	0	Clc1ccccc1C(=O)NC(=O)Nc2nc3ccc(cc3s2)S(=O)(=O)CCN4CCCC4	IC50	44	nM
CHEMBL3319407	587.11	3.82	172.12	1	CN1CCC(CC1)S(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cc(N5CCCC5)c(cc4Cl)C#N)sc3c2	IC50	0.4	nM
CHEMBL208842	468.55	3.82	128.18	0	CC(NC(=O)Nc1ccc(cc1)c2c(N)nc(N)nc2COCc3ccccc3)c4ccccc4	IC50	10	nM
CHEMBL3798525	593.72	3.82	139.95	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@@H](Cc5ccccc5)NC(=O)C)cc1	IC50	70	nM
CHEMBL3798525	593.72	3.82	139.95	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@@H](Cc5ccccc5)NC(=O)C)cc1	IC50	90	nM
CHEMBL3800225	593.72	3.82	139.95	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@H](Cc5ccccc5)NC(=O)C)cc1	IC50	1000	nM
CHEMBL3800225	593.72	3.82	139.95	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@H](Cc5ccccc5)NC(=O)C)cc1	IC50	1000	nM
CHEMBL208477	490.57	3.83	138.79	0	CS(=O)(=O)c1ccc(COc2ccc(cc2)c3c(N)nc(N)nc3COCc4ccccc4)cc1	IC50	6.9	nM
CHEMBL208477	490.57	3.83	138.79	0	CS(=O)(=O)c1ccc(COc2ccc(cc2)c3c(N)nc(N)nc3COCc4ccccc4)cc1	IC50	48	nM
CHEMBL324845	537.61	3.83	115.39	1	CN(C)C(=O)CCN1C(=O)[C@H](CCc2ccccc2)N(Cc3ccc(cc3)c4ccccc4c5nn[nH]n5)C1=O	IC50	100000	nM
CHEMBL205521	446.93	3.85	111.97	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4ccnc(Cl)c4)cc3	IC50	1.5	nM
CHEMBL205521	446.93	3.85	111.97	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4ccnc(Cl)c4)cc3	IC50	3.6	nM
CHEMBL3319398	630.18	3.87	175.36	1	CN1CCN(CCCS(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cc(N5CCCC5)c(cc4Cl)C#N)sc3c2)CC1	IC50	0.24	nM
CHEMBL3319399	589.13	3.87	153.26	1	CN1CCN(CCCS(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cc5c(ccn5C)cc4Cl)sc3c2)CC1	IC50	0.57	nM
CHEMBL3218912	528.65	3.87	85.08	1	CCOc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(C[C@H]5CCCO5)C4)C(=O)c3n2)c6cccnc6C	IC50	0.91	nM
CHEMBL205470	453.54	3.87	116.15	0	CC(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3COCc4ccccc4)cc1	IC50	1.2	nM
CHEMBL206820	492.57	3.87	144.39	0	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3CNc4ccc(F)cc4)cc1	IC50	1.5	nM
CHEMBL205470	453.54	3.87	116.15	0	CC(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3COCc4ccccc4)cc1	IC50	10	nM
CHEMBL206820	492.57	3.87	144.39	0	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3CNc4ccc(F)cc4)cc1	IC50	12	nM
CHEMBL3319228	616.15	3.88	166.15	1	CN1CCN(CCCS(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4ccc(cc4Cl)n5ccc(C)n5)sc3c2)CC1	IC50	0.48	nM
CHEMBL3319227	616.15	3.88	166.15	1	CN1CCN(CCCS(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cc(ccc4Cl)n5ccc(C)n5)sc3c2)CC1	IC50	0.53	nM
CHEMBL3358452	487.44	3.88	60.5	0	FC(F)(F)c1cc(NNC(=O)[C@H](N2CCN3CCC[C@@H]3C2)c4cccnc4)cc(c1)C(F)(F)F	IC50	3.981	nM
CHEMBL206638	425.55	3.88	132.36	0	CC(C)(C)c1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	11	nM
CHEMBL3593632	580.67	3.89	102.02	1	CC(=O)N1C[C@H]2CC[C@@H]1CC(=C2)c3cnc(NCc4ccc5CCOc5c4)c(c3)C(=O)NC[C@H]6COc7ccccc7O6	IC50	0.39	nM
CHEMBL3218890	472.58	3.89	75.85	0	COc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(C4)C(C)C)C(=O)c3n2)c5cccnc5C	IC50	1.7	nM
CHEMBL2164497	481.8	3.89	64.67	0	CN1CCN(CC(=O)NC2(C(=O)Nc3cc(Cl)c(C)cc23)c4ccc(Cl)c(Cl)c4)CC1	IC50	220	nM
CHEMBL2164498	481.8	3.89	64.67	0	CN1CCN(CC(=O)NC2(C(=O)Nc3cc(Cl)c(C)cc23)c4ccc(Cl)cc4Cl)CC1	IC50	10000	nM
CHEMBL2011817	558.64	3.9	90.98	1	CC(C)[C@@H](N1CC(=O)Nc2ccc(Oc3ccc(F)cc3)cc2C1=O)C(=O)NC4CCN(Cc5ccccc5)CC4	IC50	11	nM
CHEMBL381159	425.55	3.91	109.59	0	CCc1nc(N)nc(N(C)C)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	192	nM
CHEMBL205790	425.55	3.91	118.38	0	CCNc1nc(N)nc(CC)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	244	nM
CHEMBL381159	425.55	3.91	109.59	0	CCc1nc(N)nc(N(C)C)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	772	nM
CHEMBL205790	425.55	3.91	118.38	0	CCNc1nc(N)nc(CC)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	10000	nM
CHEMBL205605	425.55	3.92	132.36	0	CCCCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	11	nM
CHEMBL1081483	439.51	3.92	65.64	0	COc1cccc(c1)c2ccc(cc2)C(=O)N3CCN(CC3)C(=O)c4ccc5cc[nH]c5c4	IC50	25	nM
CHEMBL205605	425.55	3.92	132.36	0	CCCCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	32	nM
CHEMBL178137	394.42	3.92	104.19	0	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3ccccc3[N+](=O)[O-])cc1	IC50	550	nM
CHEMBL178137	394.42	3.92	104.19	0	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3ccccc3[N+](=O)[O-])cc1	IC50	620	nM
CHEMBL3218902	510.59	3.93	88.99	1	COc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(Cc5occc5)C4)C(=O)c3n2)c6cccnc6C	IC50	2.7	nM
CHEMBL204266	502.63	3.93	135.6	1	CN(Cc1ccccc1)Cc2nc(N)nc(N)c2c3ccc(NCc4ccc(cc4)S(=O)(=O)C)cc3	IC50	4	nM
CHEMBL204266	502.63	3.93	135.6	1	CN(Cc1ccccc1)Cc2nc(N)nc(N)c2c3ccc(NCc4ccc(cc4)S(=O)(=O)C)cc3	IC50	69	nM
CHEMBL3319406	562.1	3.94	148.33	1	CN1CCC(CC1)S(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cc(ccc4Cl)N5CCCC5)sc3c2	IC50	0.92	nM
CHEMBL2011833	568.71	3.94	90.97	1	CC(C)[C@@H](N1CC(=O)Nc2ccc(Oc3ccccc3)cc2C1=O)C(=O)N4CCC(CC4)NC(C)(C)c5ccccc5	IC50	16.5	nM
CHEMBL1079107	502.63	3.94	121.7	1	CC(C)(N)Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)NCc3cccc4ccccc34)cc2)cc1	IC50	21	nM
CHEMBL1076586	409.48	3.94	56.41	0	O=C(N1CCN(CC1)C(=O)c2ccc3cc[nH]c3c2)c4ccc(cc4)c5ccccc5	IC50	100	nM
CHEMBL3586029	530.61	3.95	94.18	1	C[C@@H]1CN(C[C@H](C)O1)c2cnc(NCc3ccc4CCOc4c3)c(c2)C(=O)NC[C@H]5COc6ccccc6O5	IC50	7.2	nM
CHEMBL241033	524.66	3.95	107.77	1	COc1ccc(CN2C(CCc3ccccc3)NN=C2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](C)N)cc1	IC50	113	nM
CHEMBL376459	507.63	3.95	114.51	1	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(CCc4ccccc4)n3Cc5ccccn5	IC50	1000	nM
CHEMBL3319402	594.15	3.96	157.56	1	CCN(CC)CCCS(=O)(=O)c1ccc2nc(NC(=O)NC(=O)c3cc(ccc3Cl)N4CCOCC4)sc2c1	IC50	2.9	nM
CHEMBL1078899	466.6	3.96	121.7	0	CCc1ccc(NC(=O)Nc2ccc(cc2)S(=O)(=O)Nc3ccc(CC(C)(C)N)cc3)cc1	IC50	14	nM
CHEMBL2048807	464.6	3.97	51.24	0	COc1ccc(OCC(=O)N2CCC3(CC2)CN(Cc4ccc5OC(C)(C)CCc5c4)C3)cc1	IC50	211	nM
CHEMBL2048807	464.6	3.97	51.24	0	COc1ccc(OCC(=O)N2CCC3(CC2)CN(Cc4ccc5OC(C)(C)CCc5c4)C3)cc1	IC50	213.8	nM
CHEMBL3218895	528.65	3.98	85.08	1	COc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(CC5CCCCO5)C4)C(=O)c3n2)c6cccnc6C	IC50	120	nM
CHEMBL3319222	605.17	3.99	151.57	1	CN1CCN(CCCS(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cc(ccc4Cl)N5CCCC5)sc3c2)CC1	IC50	0.29	nM
CHEMBL379887	514.64	4	135.6	1	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3CN4CCc5ccccc5C4)cc1	IC50	41	nM
CHEMBL181739	379.45	4	67.6	0	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3ccccc3OC)cc1	IC50	4000	nM
CHEMBL1082164	423.51	4	56.41	0	O=C(N1CCCN(CC1)C(=O)c2ccc3cc[nH]c3c2)c4ccc(cc4)c5ccccc5	IC50	6500	nM
CHEMBL181739	379.45	4	67.6	0	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3ccccc3OC)cc1	IC50	6800	nM
CHEMBL205711	565.09	4.01	161.46	1	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3CCC(=O)NCc4cccc(Cl)c4)cc1	IC50	2	nM
CHEMBL205660	436.51	4.01	122.87	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4ccc(cc4)C#N)cc3	IC50	2.8	nM
CHEMBL205711	565.09	4.01	161.46	1	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3CCC(=O)NCc4cccc(Cl)c4)cc1	IC50	5.4	nM
CHEMBL205660	436.51	4.01	122.87	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4ccc(cc4)C#N)cc3	IC50	19	nM
CHEMBL204897	437.56	4.01	132.36	0	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3C4CCCC4)cc1	IC50	21	nM
CHEMBL384524	453.54	4.01	116.15	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NC(=O)CCc4ccccc4)cc3	IC50	47	nM
CHEMBL208374	391.51	4.01	99.08	0	CC(C)(C)CNc1ccc(cc1)c2c(N)nc(N)nc2COCc3ccccc3	IC50	67	nM
CHEMBL395441	564.68	4.01	117.09	1	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H]6C[C@@H](O)CN6)cc1	IC50	173	nM
CHEMBL384524	453.54	4.01	116.15	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NC(=O)CCc4ccccc4)cc3	IC50	343	nM
CHEMBL208374	391.51	4.01	99.08	0	CC(C)(C)CNc1ccc(cc1)c2c(N)nc(N)nc2COCc3ccccc3	IC50	700	nM
CHEMBL3319229	630.18	4.02	166.15	1	CN1CCN(CCCS(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cc(ccc4Cl)n5nc(C)cc5C)sc3c2)CC1	IC50	1.3	nM
CHEMBL383411	488.6	4.02	135.6	0	CN(Cc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2)c4ccccc4	IC50	2.5	nM
CHEMBL383411	488.6	4.02	135.6	0	CN(Cc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2)c4ccccc4	IC50	9	nM
CHEMBL361366	349.43	4.02	58.37	0	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3ccccc3)cc1	IC50	7600	nM
CHEMBL361366	349.43	4.02	58.37	0	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3ccccc3)cc1	IC50	8200	nM
CHEMBL178475	504.33	4.03	86.87	1	CCN(CC)CCN1C(=O)[C@@](O)(c2ccc(Cl)cc2Cl)c3c1cc(cc3C(F)(F)F)C(=O)N	IC50	0.02	nM
CHEMBL383522	456.5	4.03	144.89	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4ccc(cc4)[N+](=O)[O-])cc3	IC50	0.2	nM
CHEMBL180349	504.33	4.03	86.87	1	CCN(CC)CCN1C(=O)[C@@](O)(c2cc(Cl)ccc2Cl)c3c1cc(cc3C(F)(F)F)C(=O)N	IC50	0.24	nM
CHEMBL205451	456.5	4.03	144.89	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(CNc4ccc(cc4)[N+](=O)[O-])cc3	IC50	0.8	nM
CHEMBL361804	504.33	4.03	86.87	1	CCN(CC)CCN1C(=O)[C@@](O)(c2cccc(Cl)c2Cl)c3c1cc(cc3C(F)(F)F)C(=O)N	IC50	1.6	nM
CHEMBL3645260	618.73	4.03	155.73	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@@H](Cc5c[nH]c6ccccc56)NC=O)cc1	IC50	3.2	nM
CHEMBL182035	504.33	4.03	86.87	1	CCN(CC)CCN1C(=O)[C@@](O)(c2c(Cl)cccc2Cl)c3c1cc(cc3C(F)(F)F)C(=O)N	IC50	4.2	nM
CHEMBL383522	456.5	4.03	144.89	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4ccc(cc4)[N+](=O)[O-])cc3	IC50	5.8	nM
CHEMBL205451	456.5	4.03	144.89	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(CNc4ccc(cc4)[N+](=O)[O-])cc3	IC50	16	nM
CHEMBL3645260	618.73	4.03	155.73	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@@H](Cc5c[nH]c6ccccc56)NC=O)cc1	IC50	33	nM
CHEMBL3645260	618.73	4.03	155.73	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@@H](Cc5c[nH]c6ccccc56)NC=O)cc1	IC50	60	nM
CHEMBL536706	468.59	4.04	87.79	0	Cl.NCCCCCNC(=O)CN1C(=Nc2ccc(cc2C1=O)c3ccccc3)CCc4ccccc4	IC50	48	nM
CHEMBL506986	891.11	4.05	272.2	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	2.6	nM
CHEMBL506986	891.11	4.05	272.2	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	13	nM
CHEMBL506986	891.11	4.05	272.2	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	19	nM
CHEMBL506986	891.11	4.05	272.2	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	21	nM
CHEMBL506986	891.11	4.05	272.2	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	27	nM
CHEMBL506986	891.11	4.05	272.2	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	29	nM
CHEMBL506986	891.11	4.05	272.2	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	32	nM
CHEMBL506986	891.11	4.05	272.2	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	36	nM
CHEMBL383757	487.57	4.05	141.59	0	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3C4Cc5ccccc5O4)cc1	IC50	38	nM
CHEMBL506986	891.11	4.05	272.2	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	43	nM
CHEMBL506986	891.11	4.05	272.2	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	60	nM
CHEMBL506986	891.11	4.05	272.2	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	61	nM
CHEMBL506986	891.11	4.05	272.2	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	83	nM
CHEMBL407647	437.56	4.05	118.38	0	CCc1nc(N)nc(NC2CC2)c1c3ccc(NCc4ccc(cc4)S(=O)(=O)C)cc3	IC50	601	nM
CHEMBL240392	524.61	4.05	120.08	1	COc1ccc(c(OC)c1)n2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)CN	IC50	1000	nM
CHEMBL506986	891.11	4.05	272.2	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	1000	nM
CHEMBL506986	891.11	4.05	272.2	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	1000	nM
CHEMBL506986	891.11	4.05	272.2	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	1000	nM
CHEMBL506986	891.11	4.05	272.2	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	1000	nM
CHEMBL506986	891.11	4.05	272.2	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	1000	nM
CHEMBL506986	891.11	4.05	272.2	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	1000	nM
CHEMBL506986	891.11	4.05	272.2	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](N)CCCCN)C(=O)N	IC50	1000	nM
CHEMBL407647	437.56	4.05	118.38	0	CCc1nc(N)nc(NC2CC2)c1c3ccc(NCc4ccc(cc4)S(=O)(=O)C)cc3	IC50	10000	nM
CHEMBL393565	538.64	4.06	120.08	1	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)CN)c(OC)c1	IC50	154	nM
CHEMBL2164832	502.22	4.07	64.67	1	CN1CCN(CC(=O)NC2(C(=O)Nc3cc(Cl)cc(Cl)c23)c4ccc(Cl)c(Cl)c4)CC1	IC50	24	nM
CHEMBL2164829	502.22	4.07	64.67	1	CN1CCN(CC(=O)NC2(C(=O)Nc3cc(Cl)c(Cl)c(Cl)c23)c4ccc(Cl)cc4)CC1	IC50	273	nM
CHEMBL266199	496.6	4.07	114.76	0	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(CCc4ccccc4)n3Cc5occc5	IC50	420	nM
CHEMBL400814	508.61	4.08	110.85	1	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)CN)cc1	IC50	32	nM
CHEMBL400814	508.61	4.08	110.85	1	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)CN)cc1	IC50	32	nM
CHEMBL205896	500.62	4.09	135.6	1	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3CN4CCc5ccccc45)cc1	IC50	13	nM
CHEMBL3319282	474.94	4.09	146.78	0	CS(=O)(=O)c1ccc2nc(NC(=O)NC(=O)c3cc(ccc3Cl)n4cccc4)sc2c1	IC50	23	nM
CHEMBL3586024	527.57	4.09	108.76	1	CCCn1cc(cn1)c2cnc(NCc3ccc4OCOc4c3)c(c2)C(=O)NCC5COc6ccccc6O5	IC50	36	nM
